4189;0;38
3965;0;36
4135;0;38
4011;0;38
4497;0;38
4363;0;38
4249;0;38
3618;0;38
3786;0;38
3910;0;29
3941;0;38
3783;0;38
4391;0;38
4179;0;38
3987;0;38
4168;0;38
4396;0;38
4491;0;38
4208;0;37
3841;0;38
4391;0;37
3639;0;38
4024;0;38
4269;0;38
4112;0;38
4435;0;38
4121;0;38
4325;0;38
4234;0;38
4171;0;38
3600;0;37
3897;0;38
4107;0;38
4210;0;38
4232;0;38
3875;0;38
3847;0;38
4066;0;22
3847;0;38
3665;0;34
4357;0;35
4487;0;26
3854;0;38
3944;0;27
4224;0;38
3612;0;38
3980;0;38
3743;0;34
3687;0;38
3708;0;38
4017;0;38
4487;0;37
3666;0;38
3980;0;35
3738;0;38
4321;0;38
4241;0;38
3918;0;38
4239;0;38
4248;0;38
3721;0;34
4019;0;38
4048;0;38
3678;0;38
4193;0;38
3610;0;38
3731;0;38
4282;0;38
3983;0;36
4056;0;32
3830;0;38
3813;0;37
4042;0;1
4148;0;38
3996;0;36
3899;0;38
3756;0;38
3678;0;38
4193;0;38
4167;0;38
4372;0;38
4401;0;38
4477;0;32
4437;0;24
4457;0;38
4000;0;38
4320;0;38
3766;0;38
3777;0;37
4002;0;23
4454;0;34
4290;0;36
3933;0;36
4267;0;38
4253;0;38
3649;0;29
4129;0;35
3969;0;38
3929;0;38
4221;0;11
3750;0;38
3620;0;33
4130;0;36
4137;0;38
3884;0;19
3670;0;38
3957;0;38
4174;0;38
3769;0;38
3708;0;38
3609;0;36
3842;0;36
4358;0;38
4480;0;38
3924;0;38
4311;0;37
4265;0;27
3906;0;35
4384;0;38
3615;0;34
3853;0;37
3645;0;30
4034;0;37
4340;0;38
3702;0;37
3627;0;38
3923;0;38
3668;0;38
4061;0;38
3980;0;21
3704;0;38
3768;0;38
4292;0;38
3727;0;38
3746;0;38
4329;0;38
3755;0;38
4311;0;36
4123;0;37
3620;0;38
3653;0;34
4186;0;38
3956;0;38
4434;0;37
4443;0;38
4265;0;38
3767;0;38
4348;0;38
3699;0;38
4711;0;38
4763;0;38
4800;0;38
5106;0;38
4532;0;38
4998;0;38
4777;0;38
5023;0;38
4815;0;36
4943;0;38
5155;0;38
4814;0;38
5176;0;38
4948;0;38
5364;0;38
5033;0;38
5104;0;38
4969;0;38
4662;0;38
4554;0;34
4807;0;38
5331;0;38
5063;0;38
4834;0;38
4952;0;38
4702;0;38
5136;0;38
4804;0;38
4880;0;38
4748;0;38
4931;0;38
4795;0;38
4978;0;38
5133;0;37
5219;0;38
4656;0;36
4534;0;38
4632;0;38
4906;0;38
5103;0;28
4975;0;38
5127;0;26
5161;0;38
4666;0;38
4636;0;38
4859;0;3
4809;0;38
5342;0;35
4978;0;37
4732;0;22
5359;0;38
5055;0;34
5242;0;38
4659;0;38
4724;0;38
5114;0;38
5374;0;38
4885;0;36
4599;0;26
5031;0;38
4848;0;38
5308;0;38
5245;0;38
4857;0;38
5192;0;31
4836;0;37
5166;0;38
4657;0;38
4945;0;38
4892;0;38
4904;0;37
5340;0;38
4948;0;37
4571;0;38
4867;0;38
4954;0;38
4764;0;38
5074;0;38
5343;0;38
5305;0;34
5021;0;38
5143;0;34
4755;0;37
4863;0;38
4862;0;27
4660;0;38
5176;0;38
5236;0;38
4900;0;38
5019;0;38
5187;0;38
4874;0;38
4849;0;38
5274;0;38
4672;0;38
4614;0;38
4550;0;33
4827;0;22
4525;0;38
5040;0;38
5023;0;38
5345;0;38
4608;0;38
4991;0;38
4791;0;33
5252;0;26
4585;0;38
5237;0;37
4568;0;18
4529;0;27
5255;0;38
4608;0;38
4995;0;29
5040;0;38
4661;0;38
5370;0;38
5303;0;38
4593;0;38
5293;0;28
5325;0;38
4834;0;14
5175;0;38
4814;0;36
4958;0;38
4979;0;38
5247;0;38
4741;0;32
5064;0;38
5162;0;38
5058;0;34
5280;0;38
5229;0;38
5459;0;38
5451;0;38
5528;0;38
5772;0;38
6091;0;35
6130;0;32
6169;0;37
5572;0;38
5943;0;38
6299;0;38
5648;0;38
5681;0;38
5568;0;36
5621;0;37
5752;0;30
5743;0;27
5741;0;38
6103;0;38
5697;0;38
6149;0;38
6230;0;32
5721;0;38
6123;0;38
5499;0;38
5938;0;38
5811;0;34
5883;0;37
5531;0;35
5868;0;25
5748;0;33
5747;0;38
5550;0;37
6144;0;35
5901;0;38
6084;0;38
6062;0;38
5408;0;38
5509;0;38
5468;0;38
6203;0;38
6121;0;36
6049;0;37
5736;0;29
6293;0;38
5629;0;38
5462;0;38
6278;0;38
5698;0;38
6276;0;38
5404;0;33
6188;0;27
5770;0;38
5520;0;38
5535;0;38
5462;0;38
5983;0;38
5490;0;38
5798;0;38
6183;0;38
5586;0;38
5505;0;21
5940;0;38
6202;0;38
5559;0;38
5880;0;24
5669;0;38
6297;0;38
5843;0;38
5731;0;38
5959;0;38
5472;0;38
5578;0;38
5905;0;38
6002;0;38
6091;0;38
5674;0;33
6262;0;38
5769;0;34
5683;0;38
5856;0;38
5938;0;38
6095;0;36
5665;0;38
6039;0;31
5768;0;38
5425;0;38
6168;0;38
5508;0;30
6006;0;38
5881;0;38
6032;0;38
6032;0;38
5659;0;38
5856;0;38
5832;0;38
5408;0;38
5595;0;21
5667;0;38
6121;0;38
5601;0;38
5975;0;38
6242;0;23
5946;0;32
6024;0;31
6129;0;38
6113;0;38
5747;0;34
6053;0;38
5937;0;37
5865;0;37
5648;0;38
5861;0;38
6029;0;31
5503;0;38
6225;0;38
5455;0;30
6469;0;38
6937;0;38
6493;0;38
7164;0;38
7015;0;38
6904;0;38
6311;0;38
7045;0;38
6963;0;38
6438;0;38
7146;0;38
6675;0;33
6731;0;38
6309;0;38
6472;0;38
6818;0;37
6662;0;38
7026;0;37
6879;0;32
6461;0;38
7170;0;38
6997;0;38
6509;0;38
6572;0;22
7024;0;38
7073;0;34
6708;0;38
7081;0;38
6676;0;37
6664;0;38
6700;0;38
7126;0;38
6380;0;38
6336;0;38
6739;0;38
6866;0;38
6446;0;38
7038;0;38
6557;0;38
7044;0;38
6977;0;38
6493;0;38
7152;0;38
6940;0;20
6880;0;38
6753;0;29
6879;0;38
6445;0;38
6436;0;38
7137;0;38
7085;0;38
6565;0;37
7012;0;38
6520;0;38
7160;0;38
6890;0;38
7119;0;38
6506;0;31
7077;0;38
6674;0;38
