0-1;1160.6015325670498
1-2;86.24521072796935
2-3;78.84291187739464
3-4;59.0
4-5;68.19923371647509
5-6;81.9463601532567
6-7;80.13026819923371
7-8;101.03831417624521
8-9;119.9272030651341
9-10;68.73946360153256
10-11;63.76628352490422
11-12;88.57088122605364
12-13;65.55938697318008
13-14;57.73180076628353
14-15;43.30651340996169
15-16;87.74712643678161
16-17;53.513409961685824
17-18;41.60153256704981
18-19;59.969348659003835
19-20;43.18007662835249
20-21;34.90421455938697
21-22;63.406130268199234
22-23;124.77777777777777
23-24;49.00766283524904
24-25;105.67432950191571
25-26;59.23754789272031
26-27;38.8007662835249
27-28;63.12643678160919
28-29;33.0919540229885
29-30;46.06896551724138
30-31;145.3065134099617
31-32;120.22222222222223
32-33;179.00766283524905
33-34;236.35249042145594
34-35;138.93869731800766
35-36;72.06896551724138
36-37;163.6206896551724
37-38;149.18773946360153
